date,fiscal_year,customer_code,market,product_code,product,variant,sold_quantity,gross_price_per_item,gross_price_total,pre_invoice_discount_pct,net_invoice_sales
2017-09-01,2018,90022071,USA,A0118150102,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Plus,26,19.5875,509.28,0.1906,412.211232
2017-09-01,2018,90022073,USA,A0118150102,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Plus,12,19.5875,235.05,0.2834,168.436830
2017-09-01,2018,90022074,USA,A0118150102,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Plus,37,19.5875,724.74,0.2709,528.407934
2017-09-01,2018,90022075,USA,A0118150102,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Plus,25,19.5875,489.69,0.2553,364.672143
2017-09-01,2018,90022077,USA,A0118150102,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Plus,19,19.5875,372.16,0.2394,283.064896
2017-09-01,2018,90022078,USA,A0118150102,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Plus,36,19.5875,705.15,0.2882,501.925770
2017-09-01,2018,90022079,USA,A0118150102,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Plus,26,19.5875,509.28,0.2788,367.292736
2017-09-01,2018,90022081,USA,A0118150102,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Plus,37,19.5875,724.74,0.2957,510.434382
2017-09-01,2018,90022082,USA,A0118150102,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Plus,7,19.5875,137.11,0.2954,96.607706
2017-09-01,2018,90022083,USA,A0118150102,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Plus,11,19.5875,215.46,0.2551,160.496154
2017-09-01,2018,90023022,Canada,A0118150102,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Plus,5,19.5875,97.94,0.2054,77.823124
2017-09-01,2018,90023023,Canada,A0118150102,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Plus,5,19.5875,97.94,0.2764,70.869384
2017-09-01,2018,90023025,Canada,A0118150102,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Plus,2,19.5875,39.18,0.2908,27.786456
2017-09-01,2018,90023026,Canada,A0118150102,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Plus,2,19.5875,39.18,0.2998,27.433836
2017-09-01,2018,90023027,Canada,A0118150102,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Plus,2,19.5875,39.18,0.2755,28.385910
2017-09-01,2018,90023029,Canada,A0118150102,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Plus,3,19.5875,58.76,0.2171,46.003204
2017-09-01,2018,90023030,Canada,A0118150102,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Plus,5,19.5875,97.94,0.2117,77.206102
2017-09-01,2018,90027207,Brazil,A0118150102,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Plus,10,19.5875,195.88,0.2803,140.974836
2017-09-01,2018,70002017,India,A0118150103,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Premium,54,19.3630,1045.60,0.0824,959.442560
2017-09-01,2018,70002018,India,A0118150103,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Premium,13,19.3630,251.72,0.2956,177.311568
2017-09-01,2018,70003181,Indonesia,A0118150103,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Premium,13,19.3630,251.72,0.0536,238.227808
2017-09-01,2018,70003182,Indonesia,A0118150103,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Premium,16,19.3630,309.81,0.2378,236.137182
2017-09-01,2018,70006157,Philiphines,A0118150103,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Premium,6,19.3630,116.18,0.1057,103.899774
2017-09-01,2018,70006158,Philiphines,A0118150103,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Premium,8,19.3630,154.90,0.1875,125.856250
2017-09-01,2018,70007198,"South Korea",A0118150103,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Premium,14,19.3630,271.08,0.0700,252.104400
2017-09-01,2018,70007199,"South Korea",A0118150103,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Premium,40,19.3630,774.52,0.2551,576.939948
2017-09-01,2018,70008169,Australia,A0118150103,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Premium,5,19.3630,96.82,0.0953,87.593054
2017-09-01,2018,70008170,Australia,A0118150103,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Premium,11,19.3630,212.99,0.1896,172.607096
2017-09-01,2018,70011193,France,A0118150103,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Premium,13,19.3630,251.72,0.0521,238.605388
2017-09-01,2018,70011194,France,A0118150103,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Premium,5,19.3630,96.82,0.2046,77.010628
2017-09-01,2018,70012042,Germany,A0118150103,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Premium,0,19.3630,0.00,0.0984,0.000000
2017-09-01,2018,70012043,Germany,A0118150103,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Premium,0,19.3630,0.00,0.2620,0.000000
2017-09-01,2018,70013125,Italy,A0118150103,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Premium,1,19.3630,19.36,0.0587,18.223568
2017-09-01,2018,70013126,Italy,A0118150103,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Premium,1,19.3630,19.36,0.2501,14.518064
2017-09-01,2018,70016177,Poland,A0118150103,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Premium,1,19.3630,19.36,0.0856,17.702784
2017-09-01,2018,70016178,Poland,A0118150103,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Premium,1,19.3630,19.36,0.1937,15.609968
2017-09-01,2018,70022085,USA,A0118150103,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Premium,8,19.3630,154.90,0.2025,123.532750
2017-09-01,2018,70023031,Canada,A0118150103,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Premium,1,19.3630,19.36,0.1008,17.408512
2017-09-01,2018,80001019,China,A0118150103,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Premium,15,19.3630,290.45,0.2815,208.688325
2017-09-01,2018,80006154,Philiphines,A0118150103,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Premium,7,19.3630,135.54,0.2728,98.564688
2017-09-01,2018,80006155,Philiphines,A0118150103,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Premium,36,19.3630,697.07,0.2797,502.099521
2017-09-01,2018,80007195,"South Korea",A0118150103,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Premium,180,19.3630,3485.34,0.2990,2443.223340
2017-09-01,2018,90001021,China,A0118150103,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Premium,3,19.3630,58.09,0.2798,41.836418
2017-09-01,2018,90002001,India,A0118150103,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Premium,51,19.3630,987.51,0.2490,741.620010
2017-09-01,2018,90002002,India,A0118150103,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Premium,20,19.3630,387.26,0.2005,309.614370
2017-09-01,2018,90002003,India,A0118150103,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Premium,69,19.3630,1336.05,0.2831,957.814245
2017-09-01,2018,90002005,India,A0118150103,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Premium,77,19.3630,1490.95,0.2121,1174.719505
2017-09-01,2018,90002006,India,A0118150103,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Premium,66,19.3630,1277.96,0.2923,904.412292
2017-09-01,2018,90002007,India,A0118150103,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Premium,59,19.3630,1142.42,0.2265,883.661870
2017-09-01,2018,90002009,India,A0118150103,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Premium,12,19.3630,232.36,0.2156,182.263184
2017-09-01,2018,90002010,India,A0118150103,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Premium,28,19.3630,542.16,0.2242,420.607728
2017-09-01,2018,90002011,India,A0118150103,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Premium,17,19.3630,329.17,0.2902,233.644866
2017-09-01,2018,90002013,India,A0118150103,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Premium,31,19.3630,600.25,0.2644,441.543900
2017-09-01,2018,90002014,India,A0118150103,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Premium,64,19.3630,1239.23,0.2971,871.054767
2017-09-01,2018,90002015,India,A0118150103,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Premium,22,19.3630,425.99,0.2860,304.156860
2017-09-01,2018,90003179,Indonesia,A0118150103,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Premium,15,19.3630,290.45,0.2193,226.754315
2017-09-01,2018,90006153,Philiphines,A0118150103,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Premium,5,19.3630,96.82,0.2970,68.064460
2017-09-01,2018,90007197,"South Korea",A0118150103,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Premium,16,19.3630,309.81,0.2031,246.887589
2017-09-01,2018,90008165,Australia,A0118150103,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Premium,8,19.3630,154.90,0.2849,110.768990
2017-09-01,2018,90008166,Australia,A0118150103,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Premium,14,19.3630,271.08,0.2884,192.900528
2017-09-01,2018,90008167,Australia,A0118150103,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Premium,12,19.3630,232.36,0.1947,187.119508
2017-09-01,2018,90011185,France,A0118150103,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Premium,7,19.3630,135.54,0.2779,97.873434
2017-09-01,2018,90011186,France,A0118150103,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Premium,3,19.3630,58.09,0.2091,45.943381
2017-09-01,2018,90011187,France,A0118150103,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Premium,2,19.3630,38.73,0.2924,27.405348
2017-09-01,2018,90011189,France,A0118150103,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Premium,9,19.3630,174.27,0.2992,122.128416
2017-09-01,2018,90011190,France,A0118150103,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Premium,7,19.3630,135.54,0.2717,98.713782
2017-09-01,2018,90011191,France,A0118150103,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Premium,11,19.3630,212.99,0.2270,164.641270
2017-09-01,2018,90012033,Germany,A0118150103,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Premium,0,19.3630,0.00,0.2847,0.000000
2017-09-01,2018,90012034,Germany,A0118150103,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Premium,0,19.3630,0.00,0.1984,0.000000
2017-09-01,2018,90012035,Germany,A0118150103,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Premium,0,19.3630,0.00,0.2777,0.000000
2017-09-01,2018,90012037,Germany,A0118150103,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Premium,0,19.3630,0.00,0.2204,0.000000
2017-09-01,2018,90012038,Germany,A0118150103,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Premium,0,19.3630,0.00,0.2947,0.000000
2017-09-01,2018,90012039,Germany,A0118150103,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Premium,0,19.3630,0.00,0.2285,0.000000
2017-09-01,2018,90012041,Germany,A0118150103,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Premium,0,19.3630,0.00,0.2576,0.000000
2017-09-01,2018,90013118,Italy,A0118150103,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Premium,2,19.3630,38.73,0.2634,28.528518
2017-09-01,2018,90013119,Italy,A0118150103,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Premium,2,19.3630,38.73,0.2809,27.850743
2017-09-01,2018,90013121,Italy,A0118150103,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Premium,3,19.3630,58.09,0.2639,42.760049
2017-09-01,2018,90013122,Italy,A0118150103,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Premium,2,19.3630,38.73,0.1942,31.208634
2017-09-01,2018,90013123,Italy,A0118150103,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Premium,1,19.3630,19.36,0.2567,14.390288
2017-09-01,2018,90016171,Poland,A0118150103,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Premium,1,19.3630,19.36,0.2733,14.068912
2017-09-01,2018,90016174,Poland,A0118150103,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Premium,1,19.3630,19.36,0.2051,15.389264
2017-09-01,2018,90016175,Poland,A0118150103,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Premium,1,19.3630,19.36,0.2551,14.421264
2017-09-01,2018,90022071,USA,A0118150103,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Premium,29,19.3630,561.53,0.1906,454.502382
2017-09-01,2018,90022073,USA,A0118150103,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Premium,32,19.3630,619.62,0.2834,444.019692
2017-09-01,2018,90022074,USA,A0118150103,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Premium,24,19.3630,464.71,0.2709,338.820061
2017-09-01,2018,90022075,USA,A0118150103,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Premium,15,19.3630,290.45,0.2553,216.298115
2017-09-01,2018,90022077,USA,A0118150103,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Premium,25,19.3630,484.08,0.2394,368.191248
2017-09-01,2018,90022078,USA,A0118150103,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Premium,31,19.3630,600.25,0.2882,427.257950
2017-09-01,2018,90022079,USA,A0118150103,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Premium,35,19.3630,677.71,0.2788,488.764452
2017-09-01,2018,90022081,USA,A0118150103,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Premium,40,19.3630,774.52,0.2957,545.494436
2017-09-01,2018,90022082,USA,A0118150103,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Premium,32,19.3630,619.62,0.2954,436.584252
2017-09-01,2018,90022083,USA,A0118150103,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Premium,4,19.3630,77.45,0.2551,57.692505
2017-09-01,2018,90023022,Canada,A0118150103,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Premium,3,19.3630,58.09,0.2054,46.158314
2017-09-01,2018,90023023,Canada,A0118150103,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Premium,4,19.3630,77.45,0.2764,56.042820
2017-09-01,2018,90023025,Canada,A0118150103,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Premium,4,19.3630,77.45,0.2908,54.927540
2017-09-01,2018,90023026,Canada,A0118150103,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Premium,4,19.3630,77.45,0.2998,54.230490
2017-09-01,2018,90023027,Canada,A0118150103,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Premium,2,19.3630,38.73,0.2755,28.059885
2017-09-01,2018,90023029,Canada,A0118150103,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Premium,5,19.3630,96.82,0.2171,75.800378
2017-09-01,2018,90023030,Canada,A0118150103,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Premium,2,19.3630,38.73,0.2117,30.530859
2017-09-01,2018,90027207,Brazil,A0118150103,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Premium,7,19.3630,135.54,0.2803,97.548138
2017-09-01,2018,70002017,India,A0118150104,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache","Premium Plus",42,19.5743,822.12,0.0824,754.377312
2017-09-01,2018,70002018,India,A0118150104,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache","Premium Plus",42,19.5743,822.12,0.2956,579.101328
2017-09-01,2018,70003181,Indonesia,A0118150104,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache","Premium Plus",11,19.5743,215.32,0.0536,203.778848
2017-09-01,2018,70003182,Indonesia,A0118150104,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache","Premium Plus",18,19.5743,352.34,0.2378,268.553548
2017-09-01,2018,70006157,Philiphines,A0118150104,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache","Premium Plus",9,19.5743,176.17,0.1057,157.548831
2017-09-01,2018,70006158,Philiphines,A0118150104,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache","Premium Plus",3,19.5743,58.72,0.1875,47.710000
2017-09-01,2018,70007198,"South Korea",A0118150104,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache","Premium Plus",16,19.5743,313.19,0.0700,291.266700
2017-09-01,2018,70007199,"South Korea",A0118150104,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache","Premium Plus",43,19.5743,841.69,0.2551,626.974881
2017-09-01,2018,70008169,Australia,A0118150104,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache","Premium Plus",5,19.5743,97.87,0.0953,88.542989
2017-09-01,2018,70008170,Australia,A0118150104,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache","Premium Plus",9,19.5743,176.17,0.1896,142.768168
2017-09-01,2018,70011193,France,A0118150104,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache","Premium Plus",12,19.5743,234.89,0.0521,222.652231
2017-09-01,2018,70011194,France,A0118150104,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache","Premium Plus",8,19.5743,156.59,0.2046,124.551686
2017-09-01,2018,70012042,Germany,A0118150104,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache","Premium Plus",0,19.5743,0.00,0.0984,0.000000
2017-09-01,2018,70012043,Germany,A0118150104,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache","Premium Plus",0,19.5743,0.00,0.2620,0.000000
2017-09-01,2018,70013125,Italy,A0118150104,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache","Premium Plus",2,19.5743,39.15,0.0587,36.851895
2017-09-01,2018,70013126,Italy,A0118150104,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache","Premium Plus",1,19.5743,19.57,0.2501,14.675543
2017-09-01,2018,70016177,Poland,A0118150104,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache","Premium Plus",1,19.5743,19.57,0.0856,17.894808
2017-09-01,2018,70016178,Poland,A0118150104,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache","Premium Plus",1,19.5743,19.57,0.1937,15.779291
2017-09-01,2018,70022085,USA,A0118150104,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache","Premium Plus",7,19.5743,137.02,0.2025,109.273450
2017-09-01,2018,70023031,Canada,A0118150104,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache","Premium Plus",2,19.5743,39.15,0.1008,35.203680
2017-09-01,2018,80001019,China,A0118150104,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache","Premium Plus",2,19.5743,39.15,0.2815,28.129275
2017-09-01,2018,80006154,Philiphines,A0118150104,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache","Premium Plus",31,19.5743,606.80,0.2728,441.264960
2017-09-01,2018,80006155,Philiphines,A0118150104,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache","Premium Plus",33,19.5743,645.95,0.2797,465.277785
2017-09-01,2018,80007195,"South Korea",A0118150104,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache","Premium Plus",24,19.5743,469.78,0.2990,329.315780
2017-09-01,2018,90001021,China,A0118150104,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache","Premium Plus",1,19.5743,19.57,0.2798,14.094314
2017-09-01,2018,90002001,India,A0118150104,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache","Premium Plus",51,19.5743,998.29,0.2490,749.715790
2017-09-01,2018,90002002,India,A0118150104,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache","Premium Plus",10,19.5743,195.74,0.2005,156.494130
2017-09-01,2018,90002003,India,A0118150104,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache","Premium Plus",58,19.5743,1135.31,0.2831,813.903739
2017-09-01,2018,90002005,India,A0118150104,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache","Premium Plus",47,19.5743,919.99,0.2121,724.860121
2017-09-01,2018,90002006,India,A0118150104,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache","Premium Plus",11,19.5743,215.32,0.2923,152.381964
2017-09-01,2018,90002007,India,A0118150104,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache","Premium Plus",55,19.5743,1076.59,0.2265,832.742365
2017-09-01,2018,90002009,India,A0118150104,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache","Premium Plus",91,19.5743,1781.26,0.2156,1397.220344
2017-09-01,2018,90002010,India,A0118150104,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache","Premium Plus",59,19.5743,1154.88,0.2242,895.955904
2017-09-01,2018,90002011,India,A0118150104,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache","Premium Plus",66,19.5743,1291.90,0.2902,916.990620
2017-09-01,2018,90002013,India,A0118150104,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache","Premium Plus",21,19.5743,411.06,0.2644,302.375736
2017-09-01,2018,90002014,India,A0118150104,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache","Premium Plus",68,19.5743,1331.05,0.2971,935.595045
2017-09-01,2018,90002015,India,A0118150104,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache","Premium Plus",61,19.5743,1194.03,0.2860,852.537420
2017-09-01,2018,90003179,Indonesia,A0118150104,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache","Premium Plus",13,19.5743,254.47,0.2193,198.664729
2017-09-01,2018,90006153,Philiphines,A0118150104,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache","Premium Plus",5,19.5743,97.87,0.2970,68.802610
2017-09-01,2018,90007197,"South Korea",A0118150104,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache","Premium Plus",48,19.5743,939.57,0.2031,748.743333
2017-09-01,2018,90008165,Australia,A0118150104,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache","Premium Plus",20,19.5743,391.49,0.2849,279.954499
2017-09-01,2018,90008166,Australia,A0118150104,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache","Premium Plus",3,19.5743,58.72,0.2884,41.785152
2017-09-01,2018,90008167,Australia,A0118150104,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache","Premium Plus",13,19.5743,254.47,0.1947,204.924691
2017-09-01,2018,90011185,France,A0118150104,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache","Premium Plus",12,19.5743,234.89,0.2779,169.614069
